,brand,mileage,deposit,number_of_miles,first_registration,duration,monthly_fee,horsepower,kilowatts,fuel_type,emissions,consumption
5158,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"235,00 €",130 PS,96 kW,Benzin,140 g/km,"6,2 l/100 km"
5159,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"220,00 €",131 PS,96 kW,Benzin,143 g/km,"6,3 l/100 km"
5160,Tesla,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"486,29 €",514 PS,378 kW,Elektro,167 g/km,"7,3 l/100 km"
5161,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"252,23 €",131 PS,96 kW,Benzin,171 g/km,"7,5 l/100 km"
5162,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"119,00 €",83 PS,61 kW,Benzin,117 g/km,"6,2 l/100 km"
5163,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"252,00 €",131 PS,96 kW,Benzin,135 g/km,"5,9 l/100 km"
5164,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"209,38 €",131 PS,96 kW,Benzin,159 g/km,"6,1 l/100 km"
5165,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,24 Monate (anpassbar),"253,67 €",130 PS,96 kW,Benzin,,
5166,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"284,41 €",150 PS,110 kW,Benzin,176 g/km,"6,7 l/100 km"
5167,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",15 km,Neuwagen,24 Monate (anpassbar),"184,00 €",101 PS,74 kW,Benzin,112 g/km,"5,5 l/100 km"
5168,Jeep,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"298,00 €",156 PS,115 kW,Elektro,121 g/km,"5,4 l/100 km"
5169,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"209,00 €",130 PS,96 kW,Benzin,135 g/km,"5,9 l/100 km"
5170,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",22.450 km,04/2022,36 Monate (anpassbar),"469,00 €",286 PS,210 kW,Diesel,124 g/km,"5,0 l/100 km"
5171,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"144,98 €",90 PS,66 kW,Benzin,,
5172,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"343,72 €",170 PS,125 kW,Elektro,119 g/km,"5,3 l/100 km"
5173,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"159,00 €",129 PS,95 kW,Benzin,139 g/km,"5,3 l/100 km"
5174,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"309,00 €",160 PS,118 kW,Benzin,191 g/km,"6,3 l/100 km"
5175,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",110 PS,81 kW,Benzin,176 g/km,"6,7 l/100 km"
5176,MG,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"229,00 €",170 PS,125 kW,Elektro,118 g/km,"5,2 l/100 km"
5177,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"189,00 €",131 PS,96 kW,Benzin,145 g/km,"6,0 l/100 km"
5178,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"330,45 €",151 PS,111 kW,Elektro,151 g/km,"6,7 l/100 km"
5179,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",27.594 km,04/2022,36 Monate (anpassbar),"449,00 €",204 PS,150 kW,Diesel,,
5180,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"519,00 €",210 PS,154 kW,Diesel,154 g/km,"6,0 l/100 km"
5181,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",26.899 km,04/2022,36 Monate (anpassbar),"489,00 €",286 PS,210 kW,Diesel,176 g/km,"6,9 l/100 km"
5182,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",23.999 km,05/2022,36 Monate (anpassbar),"489,00 €",286 PS,210 kW,Diesel,125 g/km,"5,5 l/100 km"
5183,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"278,00 €",110 PS,81 kW,Benzin,129 g/km,"5,7 l/100 km"
5184,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"293,00 €",158 PS,116 kW,Benzin,142 g/km,"5,4 l/100 km"
5185,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"438,44 €",184 PS,135 kW,Elektro,133 g/km,"5,8 l/100 km"
5186,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"353,00 €",150 PS,110 kW,Benzin,121 g/km,"5,3 l/100 km"
5187,Seat,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,12 Monate (anpassbar),"177,00 €",110 PS,81 kW,Benzin,,
5188,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",5 km,07/2022,24 Monate (anpassbar),"209,00 €",110 PS,81 kW,Benzin,150 g/km,"5,7 l/100 km"
5189,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,36 Monate (anpassbar),"472,43 €",204 PS,150 kW,Benzin,139 g/km,"5,3 l/100 km"
5190,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"299,00 €",150 PS,110 kW,Benzin,125 g/km,"5,5 l/100 km"
5191,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",25.343 km,05/2022,36 Monate (anpassbar),"420,00 €",204 PS,150 kW,Diesel,131 g/km,"5,8 l/100 km"
5192,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",11.000 km,06/2022,60 Monate (anpassbar),"210,96 €",140 PS,103 kW,Benzin,178 g/km,"6,8 l/100 km"
5193,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",28.917 km,06/2022,36 Monate (anpassbar),"513,00 €",286 PS,210 kW,Diesel,125 g/km,"5,6 l/100 km"
5194,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"255,16 €",136 PS,100 kW,Elektro,133 g/km,"5,9 l/100 km"
5195,Fiat,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"276,56 €",118 PS,87 kW,Elektro,102 g/km,"4,5 l/100 km"
5196,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",15 km,01/2023,30 Monate (anpassbar),"149,00 €",75 PS,55 kW,Benzin,128 g/km,"5,6 l/100 km"
5197,Hyundai,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"155,00 €",101 PS,74 kW,Benzin,120 g/km,"5,3 l/100 km"
5198,Jeep,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"349,48 €",156 PS,115 kW,Elektro,128 g/km,"5,4 l/100 km"
5199,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"266,00 €",150 PS,110 kW,Benzin,161 g/km,"7,0 l/100 km"
5200,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,18 Monate (anpassbar),"297,00 €",150 PS,110 kW,Benzin,126 g/km,"5,6 l/100 km"
5201,Citroën,5.000 km (anpassbar),"0,00 € (anpassbar)",1 km,Neuwagen,48 Monate (anpassbar),"334,16 €",136 PS,100 kW,Elektro,1 g/km,"1,0 l/100 km"
5202,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",26.799 km,03/2022,36 Monate (anpassbar),"475,00 €",286 PS,210 kW,Diesel,153 g/km,"6,8 l/100 km"
5203,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,12/2022,60 Monate (anpassbar),"229,00 €",140 PS,103 kW,Andere,149 g/km,"6,8 l/100 km"
5204,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"239,00 €",129 PS,95 kW,Benzin,,
5205,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"201,10 €",140 PS,103 kW,Benzin,138 g/km,"6,1 l/100 km"
5206,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"207,06 €",150 PS,110 kW,Benzin,124 g/km,"6,4 l/100 km"
5207,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"345,00 €",150 PS,110 kW,Benzin,125 g/km,"5,5 l/100 km"
5208,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"221,72 €",131 PS,96 kW,Benzin,120 g/km,"5,3 l/100 km"
5209,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"259,46 €",131 PS,96 kW,Diesel,121 g/km,"5,4 l/100 km"
5210,Alfa Romeo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"399,00 €",280 PS,206 kW,Benzin,130 g/km,"5,7 l/100 km"
5211,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"179,00 €",80 PS,59 kW,Benzin,145 g/km,"5,8 l/100 km"
5212,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"442,26 €",325 PS,239 kW,Elektro,155 g/km,"6,9 l/100 km"
5213,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"199,00 €",95 PS,70 kW,Benzin,143 g/km,"6,3 l/100 km"
5214,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"249,00 €",129 PS,95 kW,Benzin,136 g/km,"6,0 l/100 km"
5215,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"249,00 €",129 PS,95 kW,Benzin,139 g/km,"6,2 l/100 km"
5216,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"239,00 €",131 PS,96 kW,Benzin,64 g/km,"3,8 l/100 km"
5217,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"329,01 €",150 PS,110 kW,Benzin,139 g/km,"5,3 l/100 km"
5218,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,48 Monate (anpassbar),"232,00 €",140 PS,103 kW,Benzin,123 g/km,"5,4 l/100 km"
5219,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"333,00 €",150 PS,110 kW,Benzin,,
5220,Citroën,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"198,00 €",131 PS,96 kW,Benzin,39 g/km,"1,7 l/100 km"
5221,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",18.000 km,04/2022,48 Monate (anpassbar),"495,00 €",286 PS,210 kW,Diesel,132 g/km,"5,8 l/100 km"
5222,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",28.744 km,04/2022,36 Monate (anpassbar),"467,00 €",204 PS,150 kW,Diesel,176 g/km,"6,7 l/100 km"
5223,Mitsubishi,30.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"371,00 €",188 PS,138 kW,Hybrid,146 g/km,"5,6 l/100 km"
5224,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"189,00 €",95 PS,70 kW,Benzin,135 g/km,"5,9 l/100 km"
5225,Toyota,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"162,61 €",72 PS,53 kW,Benzin,125 g/km,"5,5 l/100 km"
5226,Jeep,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"319,00 €",156 PS,115 kW,Elektro,145 g/km,"5,8 l/100 km"
5227,Hyundai,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"155,00 €",101 PS,74 kW,Benzin,114 g/km,"4,8 l/100 km"
5228,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"239,00 €",110 PS,81 kW,Benzin,152 g/km,"6,7 l/100 km"
5229,Jeep,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"289,00 €",156 PS,115 kW,Elektro,,
5230,Ford,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"415,31 €",170 PS,125 kW,Diesel,139 g/km,"5,3 l/100 km"
5231,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",50 km,03/2023,60 Monate (anpassbar),"209,00 €",110 PS,81 kW,Benzin,150 g/km,"5,7 l/100 km"
5232,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",100 km,02/2023,24 Monate (anpassbar),"189,00 €",101 PS,74 kW,Benzin,125 g/km,"5,0 l/100 km"
5233,Nissan,10.000 km (anpassbar),"0,00 € (anpassbar)",10 km,Neuwagen,48 Monate (anpassbar),"232,00 €",140 PS,103 kW,Benzin,141 g/km,"6,0 l/100 km"
5234,Toyota,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"148,75 €",72 PS,53 kW,Benzin,151 g/km,"5,3 l/100 km"
5235,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"209,00 €",110 PS,81 kW,Benzin,143 g/km,"6,0 l/100 km"
5236,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"658,00 €",204 PS,150 kW,Diesel,117 g/km,"5,1 l/100 km"
5237,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"185,00 €",80 PS,59 kW,Benzin,,
5238,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"266,00 €",110 PS,81 kW,Benzin,125 g/km,"5,5 l/100 km"
5239,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",17.399 km,03/2022,36 Monate (anpassbar),"499,00 €",286 PS,210 kW,Diesel,119 g/km,"4,5 l/100 km"
5240,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"184,45 €",150 PS,110 kW,Benzin,130 g/km,"5,0 l/100 km"
5241,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"149,00 €",65 PS,48 kW,Benzin,123 g/km,"4,7 l/100 km"
5242,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"349,00 €",150 PS,110 kW,Diesel,121 g/km,"5,3 l/100 km"
5243,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"375,00 €",150 PS,110 kW,Benzin,129 g/km,"4,6 l/100 km"
5244,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",8 km,Neuwagen,48 Monate (anpassbar),"199,00 €",95 PS,70 kW,Benzin,123 g/km,"5,5 l/100 km"
5245,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"719,00 €",235 PS,173 kW,Diesel,130 g/km,"5,7 l/100 km"
5246,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"244,46 €",131 PS,96 kW,Benzin,130 g/km,"5,7 l/100 km"
5247,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"320,00 €",150 PS,110 kW,Benzin,144 g/km,"6,4 l/100 km"
5248,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"511,31 €",325 PS,239 kW,Elektro,120 g/km,"5,3 l/100 km"
5249,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"201,11 €",130 PS,96 kW,Benzin,119 g/km,"5,2 l/100 km"
5250,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"205,00 €",90 PS,66 kW,Benzin,,
5251,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"309,00 €",150 PS,110 kW,Benzin,134 g/km,"5,9 l/100 km"
5252,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"475,85 €",197 PS,145 kW,Diesel,140 g/km,"5,3 l/100 km"
5253,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"264,00 €",110 PS,81 kW,Benzin,146 g/km,"5,0 l/100 km"
5254,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,48 Monate (anpassbar),"247,00 €",110 PS,81 kW,Benzin,125 g/km,"5,4 l/100 km"
5255,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"325,58 €",151 PS,111 kW,Elektro,139 g/km,"6,2 l/100 km"
5256,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",19.827 km,06/2022,36 Monate (anpassbar),"529,00 €",204 PS,150 kW,Diesel,135 g/km,"6,3 l/100 km"
5257,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",15 km,02/2023,30 Monate (anpassbar),"161,00 €",75 PS,55 kW,Benzin,129 g/km,"4,6 l/100 km"
5258,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"228,00 €",110 PS,81 kW,Benzin,140 g/km,"6,2 l/100 km"
5259,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"341,33 €",230 PS,169 kW,Hybrid,139 g/km,"6,1 l/100 km"
5260,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"229,00 €",131 PS,96 kW,Benzin,130 g/km,"6,0 l/100 km"
5261,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"222,00 €",110 PS,81 kW,Benzin,132 g/km,"5,9 l/100 km"
5262,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"719,95 €",204 PS,150 kW,Andere,175 g/km,"6,7 l/100 km"
5263,DS Automobiles,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"325,00 €",131 PS,96 kW,Benzin,146 g/km,"5,0 l/100 km"
5264,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"304,64 €",150 PS,110 kW,Benzin,102 g/km,"3,9 l/100 km"
5265,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,30 Monate (anpassbar),"236,81 €",131 PS,96 kW,Benzin,133 g/km,"5,3 l/100 km"
5266,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",50 km,11/2022,48 Monate (anpassbar),"197,00 €",129 PS,95 kW,Hybrid,,
5267,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"499,00 €",200 PS,147 kW,Diesel,145 g/km,"6,4 l/100 km"
5268,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"365,00 €",150 PS,110 kW,Diesel,117 g/km,"4,5 l/100 km"
5269,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",11.349 km,04/2022,48 Monate (anpassbar),"332,00 €",150 PS,110 kW,Diesel,135 g/km,"6,0 l/100 km"
5270,Renault,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"237,00 €",140 PS,103 kW,Hybrid,143 g/km,"5,1 l/100 km"
5271,Tesla,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"508,78 €",514 PS,378 kW,Elektro,163 g/km,"7,2 l/100 km"
5272,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",28.859 km,04/2021,48 Monate (anpassbar),"374,01 €",204 PS,150 kW,Diesel,144 g/km,"6,4 l/100 km"
5273,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"185,00 €",95 PS,70 kW,Benzin,144 g/km,"6,3 l/100 km"
5274,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"374,00 €",150 PS,110 kW,Benzin,140 g/km,"5,3 l/100 km"
5275,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"355,81 €",245 PS,180 kW,Benzin,167 g/km,"6,5 l/100 km"
5276,DS Automobiles,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"399,00 €",179 PS,132 kW,Benzin,130 g/km,"6,0 l/100 km"
5277,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"355,00 €",170 PS,125 kW,Elektro,175 g/km,"6,7 l/100 km"
5278,Renault,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"439,11 €",131 PS,96 kW,Elektro,31 g/km,"1,4 l/100 km"
5279,Kia,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"261,65 €",150 PS,110 kW,Benzin,168 g/km,"7,4 l/100 km"
5280,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"636,65 €",313 PS,230 kW,Elektro,140 g/km,"5,3 l/100 km"
5281,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",8.804 km,06/2022,36 Monate (anpassbar),"599,00 €",204 PS,150 kW,Diesel,127 g/km,"5,6 l/100 km"
5282,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"155,00 €",80 PS,59 kW,Benzin,139 g/km,"6,2 l/100 km"
5283,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"388,69 €",230 PS,169 kW,Hybrid,122 g/km,"5,4 l/100 km"
5284,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,03/2023,24 Monate (anpassbar),"201,11 €",130 PS,96 kW,Benzin,159 g/km,"7,0 l/100 km"
5285,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"248,71 €",150 PS,110 kW,Benzin,163 g/km,"7,8 l/100 km"
5286,Volvo,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"653,31 €",235 PS,173 kW,Diesel,145 g/km,"6,4 l/100 km"
5287,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"282,03 €",150 PS,110 kW,Benzin,122 g/km,"4,6 l/100 km"
5288,Cupra,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"409,00 €",245 PS,180 kW,Benzin,152 g/km,"6,7 l/100 km"
5289,Volkswagen Golf,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"315,00 €",130 PS,96 kW,Benzin,124 g/km,"5,5 l/100 km"
5290,Hyundai,5.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"304,96 €",136 PS,100 kW,Elektro,134 g/km,"4,9 l/100 km"
5291,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"752,08 €",265 PS,195 kW,Andere,,
5292,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",23.900 km,04/2022,36 Monate (anpassbar),"498,61 €",265 PS,195 kW,Benzin,136 g/km,"6,6 l/100 km"
5293,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",17.155 km,04/2022,36 Monate (anpassbar),"435,00 €",204 PS,150 kW,Diesel,136 g/km,"5,4 l/100 km"
5294,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"326,00 €",150 PS,110 kW,Benzin,135 g/km,"6,0 l/100 km"
5295,Skoda,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"164,22 €",95 PS,70 kW,Benzin,178 g/km,"6,8 l/100 km"
5296,Volkswagen,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,48 Monate (anpassbar),"194,00 €",95 PS,70 kW,Benzin,102 g/km,"4,5 l/100 km"
5297,Renault,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"149,00 €",91 PS,67 kW,Benzin,153 g/km,"6,8 l/100 km"
5298,Suzuki,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,60 Monate (anpassbar),"299,00 €",140 PS,103 kW,Benzin,170 g/km,"6,5 l/100 km"
5299,Audi,10.000 km (anpassbar),"0,00 € (anpassbar)",19.199 km,03/2022,36 Monate (anpassbar),"349,00 €",204 PS,150 kW,Diesel,110 g/km,"4,9 l/100 km"
5300,Opel,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,36 Monate (anpassbar),"246,00 €",110 PS,81 kW,Benzin,167 g/km,"9,0 l/100 km"
5301,Peugeot,10.000 km (anpassbar),"0,00 € (anpassbar)",0 km,Neuwagen,24 Monate (anpassbar),"264,75 €",131 PS,96 kW,Benzin,154 g/km,"6,8 l/100 km"
